FechaEncuesta,Educacion,Salario,Hobby,Pais,StackOverflowJobsRecommend,VersionControl,Edad,AniosExper,Genero,SalarioPlano
1/30/2018 22:32,Some college/university study without earning a degree,140000,Yes,Spain,3,Git,70,8,,"140,000.00"
9/4/2018 19:48,Bachelor's degree (BA. BS. B.Eng.. etc.),9396,Yes,South Africa,8,Git;Subversion;Copying and pasting files to network shares;Zip file back-ups,18,14,Male,"9,396.00"
2/12/2018 17:06,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,South Africa,,Git,53,11,Male,
8/3/2018 5:31,Some college/university study without earning a degree,,Yes,USA,,Git,62,5,,
5/14/2018 0:36,Bachelor's degree (BA. BS. B.Eng.. etc.),140000,Yes,South Africa,,Git,31,14,Male,"140,000.00"
4/5/2018 1:19,Master's degree (MA. MS. M.Eng.. MBA. etc.),936,Yes,France,,I don't use version control,36,11,,936
2/5/2018 3:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),110000,Yes,Spain,,Git;Subversion,38,10,,"110,000.00"
9/8/2018 16:49,Bachelor's degree (BA. BS. B.Eng.. etc.),7608,Yes,South Africa,9,Git;Subversion,20,14,Male,"7,608.00"
1/15/2018 19:52,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Spain,,Git,44,8,Male,
1/11/2018 18:08,Bachelor's degree (BA. BS. B.Eng.. etc.),105000,No,UK,7,Git,35,13,Male,"£105,000.00"
7/12/2018 23:07,Other doctoral degree (Ph.D. Ed.D.. etc.),104269,Yes,France,8,Git,47,15,Male,"104,269.00"
8/27/2018 4:41,Primary/elementary school,,Yes,France,,Git,71,20,Male,
2/6/2018 0:57,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Russia,4,Subversion,20,14,Male,
2/23/2018 0:06,Bachelor's degree (BA. BS. B.Eng.. etc.),46992,Yes,Spain,5,Git,30,9,,"46,992.00"
7/11/2018 20:38,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,USA,10,Git,28,6,Male,
7/18/2018 12:19,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),19092,Yes,Sweeden,,Git;Mercurial,44,19,Male,"19,092.00"
1/17/2018 6:31,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,,Git;Team Foundation Version Control;Copying and pasting files to network shares,43,7,Male,
4/4/2018 17:52,Bachelor's degree (BA. BS. B.Eng.. etc.),55000,No,Spain,10,Git;Subversion,56,11,Male,"55,000.00"
5/31/2018 4:02,Bachelor's degree (BA. BS. B.Eng.. etc.),6384,Yes,USA,,Subversion;Copying and pasting files to network shares;Zip file back-ups,30,12,Male,"$6,384.00 "
5/31/2018 20:36,Bachelor's degree (BA. BS. B.Eng.. etc.),150150,Yes,Sweeden,2,Git;Mercurial,36,5,Male,"150,150.00"
2/4/2018 12:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),9396,Yes,USA,,Git,27,1,,"$9,396.00 "
1/28/2018 1:25,Bachelor's degree (BA. BS. B.Eng.. etc.),63000,Yes,France,10,Git;Team Foundation Version Control,22,8,Male,"63,000.00"
2/8/2018 11:40,Some college/university study without earning a degree,,Yes,Russia,9,Git,26,7,Male,
8/15/2018 19:17,Bachelor's degree (BA. BS. B.Eng.. etc.),127000,Yes,UK,10,Git,18,18,,"£127,000.00"
2/5/2018 3:33,Associate degree,32400,Yes,UK,10,Git,47,4,Male,"£32,400.00"
7/10/2018 23:52,Master's degree (MA. MS. M.Eng.. MBA. etc.),41612,Yes,USA,7,Git,37,8,Male,"$41,612.00 "
5/29/2018 17:20,Bachelor's degree (BA. BS. B.Eng.. etc.),84731,Yes,UK,5,Git,58,4,Male,"£84,731.00"
1/5/2018 11:09,Bachelor's degree (BA. BS. B.Eng.. etc.),79973,Yes,Sweeden,0,Git,48,14,Male,"79,973.00"
5/25/2018 9:41,Professional degree (JD. MD. etc.),,Yes,UK,,Git;Mercurial,18,5,,
1/24/2018 17:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,10,I don't use version control,27,11,,
5/24/2018 11:38,Bachelor's degree (BA. BS. B.Eng.. etc.),130000,Yes,USA,0,Git,64,16,,"$130,000.00 "
4/18/2018 0:57,Master's degree (MA. MS. M.Eng.. MBA. etc.),49932,Yes,Sweeden,7,Git;Team Foundation Version Control,54,14,Male,"49,932.00"
5/3/2018 9:02,Some college/university study without earning a degree,21000,No,USA,,Git;Subversion,44,14,Male,"$21,000.00 "
1/9/2018 19:41,Other doctoral degree (Ph.D. Ed.D.. etc.),,Yes,USA,,Git,29,8,Male,
4/27/2018 23:09,Bachelor's degree (BA. BS. B.Eng.. etc.),26436,No,Russia,,Git,20,6,Male,"26,436.00"
4/28/2018 3:36,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,Spain,9,Git,34,15,,
1/11/2018 8:23,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,India,,Git;Mercurial,48,13,,
4/9/2018 10:50,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,1,Git;Team Foundation Version Control,18,0,Male,
3/4/2018 0:09,Bachelor's degree (BA. BS. B.Eng.. etc.),1884,Yes,France,7,Git,31,3,Male,"1,884.00"
5/12/2018 14:10,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git,18,11,,
8/8/2018 16:00,Master's degree (MA. MS. M.Eng.. MBA. etc.),61194,Yes,USA,10,Git;Subversion,39,12,Male,"$61,194.00 "
6/6/2018 4:56,Bachelor's degree (BA. BS. B.Eng.. etc.),104178,No,USA,7,Git,18,5,,"$104,178.00 "
8/1/2018 8:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),10584,Yes,Sweeden,,Git;Subversion,69,8,,"10,584.00"
3/4/2018 1:27,Some college/university study without earning a degree,68537,Yes,France,10,Git,30,8,,"68,537.00"
6/3/2018 16:20,Master's degree (MA. MS. M.Eng.. MBA. etc.),85000,Yes,USA,,Git,28,11,Male,"$85,000.00 "
5/26/2018 17:01,Other doctoral degree (Ph.D. Ed.D.. etc.),,No,USA,,Git,22,17,Male,
8/27/2018 23:19,Bachelor's degree (BA. BS. B.Eng.. etc.),49932,Yes,France,,Git,63,7,Male,"49,932.00"
1/24/2018 6:00,Master's degree (MA. MS. M.Eng.. MBA. etc.),61118,Yes,USA,,Git;Subversion,18,15,,"$61,118.00 "
9/20/2018 7:51,Bachelor's degree (BA. BS. B.Eng.. etc.),175000,Yes,Russia,,Git,34,10,Male,"175,000.00"
4/7/2018 23:33,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,,Git,18,15,Male,
9/11/2018 12:22,Bachelor's degree (BA. BS. B.Eng.. etc.),58000,Yes,Russia,6,Team Foundation Version Control,21,20,Male,"58,000.00"
10/15/2018 11:24,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,South Africa,,Git,46,8,,
1/21/2018 14:25,Some college/university study without earning a degree,30000,Yes,South Africa,,Git,56,15,Male,"30,000.00"
7/23/2018 3:37,Other doctoral degree (Ph.D. Ed.D.. etc.),,Yes,USA,7,Git,32,2,Male,
8/19/2018 8:04,Bachelor's degree (BA. BS. B.Eng.. etc.),30840,Yes,South Africa,,Git;Subversion;Zip file back-ups,18,17,Female,"30,840.00"
10/17/2018 20:41,Some college/university study without earning a degree,,Yes,South Africa,,Git;Copying and pasting files to network shares;Zip file back-ups,44,19,Non-binary. genderqueer. or gender non-conforming,
6/14/2018 17:58,Bachelor's degree (BA. BS. B.Eng.. etc.),125000,Yes,Russia,,Git,50,13,Male,"125,000.00"
9/21/2018 20:00,Associate degree,,No,India,,Zip file back-ups,50,6,,
8/29/2018 5:59,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,India,10,Git,25,8,Male,
6/4/2018 3:21,Other doctoral degree (Ph.D. Ed.D.. etc.),110149,Yes,South Africa,,Git,40,13,Male,"110,149.00"
7/31/2018 9:11,Associate degree,108704,Yes,South Africa,10,Git;Mercurial;Copying and pasting files to network shares,28,10,Male,"108,704.00"
6/2/2018 20:41,Bachelor's degree (BA. BS. B.Eng.. etc.),44880,Yes,USA,5,Git,71,18,,"$44,880.00 "
3/28/2018 17:33,Bachelor's degree (BA. BS. B.Eng.. etc.),4476,Yes,France,,Git,29,10,Male,"4,476.00"
5/11/2018 2:02,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,10,Git,44,11,Male,
8/24/2018 22:55,Bachelor's degree (BA. BS. B.Eng.. etc.),200000,Yes,Spain,,Subversion,20,7,,"200,000.00"
2/23/2018 3:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Sweeden,,Git,44,13,,
2/3/2018 6:35,Bachelor's degree (BA. BS. B.Eng.. etc.),140000,No,France,6,Git,36,21,,"140,000.00"
1/27/2018 14:52,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),25400,Yes,UK,,Git,46,10,Male,"£25,400.00"
3/16/2018 5:44,Bachelor's degree (BA. BS. B.Eng.. etc.),142000,Yes,Spain,0,Git,19,11,Male,"142,000.00"
3/23/2018 2:37,Bachelor's degree (BA. BS. B.Eng.. etc.),88000,No,India,,Git;Team Foundation Version Control,34,8,,"88,000.00"
10/21/2018 23:09,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git,23,5,Male,
3/29/2018 0:03,Bachelor's degree (BA. BS. B.Eng.. etc.),29940,Yes,Russia,,Git,18,11,,"29,940.00"
3/13/2018 7:37,Other doctoral degree (Ph.D. Ed.D.. etc.),,Yes,USA,5,Git;Subversion,18,7,,
5/15/2018 1:04,Primary/elementary school,17628,Yes,Spain,7,Git;Zip file back-ups,40,18,Male,"17,628.00"
6/13/2018 10:36,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,India,,Subversion,35,4,Male,
7/13/2018 20:15,Other doctoral degree (Ph.D. Ed.D.. etc.),,Yes,Spain,,Git,32,9,Male,
2/11/2018 16:44,Bachelor's degree (BA. BS. B.Eng.. etc.),107964,Yes,Ukraine,10,Git,44,11,Male,"107,964.00"
2/26/2018 3:03,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,France,,Git,51,0,Male,
6/12/2018 7:13,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Sweeden,,Git,25,6,Male,
10/23/2018 7:36,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,10,Git,25,10,Male,
4/16/2018 10:19,Some college/university study without earning a degree,2000000,Yes,Sweeden,,Git;Subversion,37,5,Male,"2,000,000.00"
4/26/2018 10:30,Bachelor's degree (BA. BS. B.Eng.. etc.),110000,No,Russia,2,Git,35,14,,"110,000.00"
10/23/2018 4:05,Associate degree,84816,Yes,UK,,Git,18,7,Female,"£84,816.00"
6/10/2018 20:35,Some college/university study without earning a degree,,Yes,Sweeden,,Git,18,16,,
8/18/2018 2:39,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,UK,5,Git,33,13,Male,
8/2/2018 20:28,Bachelor's degree (BA. BS. B.Eng.. etc.),616836,Yes,South Africa,6,Git,20,4,Male,"616,836.00"
7/16/2018 14:15,Bachelor's degree (BA. BS. B.Eng.. etc.),6312,Yes,South Africa,,Git;Team Foundation Version Control,29,11,,"6,312.00"
8/25/2018 18:37,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,4,Git,35,7,Male,
4/23/2018 18:06,Bachelor's degree (BA. BS. B.Eng.. etc.),48828,Yes,Sweeden,10,Git,22,3,Male,"48,828.00"
9/24/2018 3:42,Bachelor's degree (BA. BS. B.Eng.. etc.),9012,No,Sweeden,5,Git,29,9,Male,"9,012.00"
1/5/2018 11:10,Master's degree (MA. MS. M.Eng.. MBA. etc.),79552,Yes,South Africa,8,Git,25,10,,"79,552.00"
1/2/2018 3:48,Other doctoral degree (Ph.D. Ed.D.. etc.),104269,Yes,South Africa,,Git,19,13,Male,"104,269.00"
8/29/2018 1:07,Bachelor's degree (BA. BS. B.Eng.. etc.),6360,Yes,France,,Git,31,19,Male,"6,360.00"
6/28/2018 10:42,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,,Team Foundation Version Control,36,10,Male,
8/2/2018 4:38,Bachelor's degree (BA. BS. B.Eng.. etc.),83000,Yes,South Africa,,Git,34,7,Male,"83,000.00"
5/29/2018 6:35,Some college/university study without earning a degree,72000,Yes,USA,6,Git,19,9,,"$72,000.00 "
7/4/2018 4:14,Some college/university study without earning a degree,12312,Yes,UK,,Git,48,12,Male,"£12,312.00"
8/22/2018 18:30,Bachelor's degree (BA. BS. B.Eng.. etc.),53000,Yes,Spain,,Git;Subversion,18,8,Male,"53,000.00"
4/29/2018 10:27,Bachelor's degree (BA. BS. B.Eng.. etc.),85000,Yes,Sweeden,5,Git,18,11,Female,"85,000.00"
2/8/2018 0:33,Master's degree (MA. MS. M.Eng.. MBA. etc.),30000,No,India,,Git,40,14,Male,"30,000.00"
3/2/2018 6:19,Bachelor's degree (BA. BS. B.Eng.. etc.),18780,Yes,UK,10,Git,37,6,Male,"£18,780.00"
1/15/2018 11:30,Master's degree (MA. MS. M.Eng.. MBA. etc.),75000,Yes,USA,7,Git,61,14,Male,"$75,000.00 "
4/4/2018 20:00,Master's degree (MA. MS. M.Eng.. MBA. etc.),30732,No,South Africa,,Subversion,45,3,,"30,732.00"
10/4/2018 6:29,Master's degree (MA. MS. M.Eng.. MBA. etc.),70000,Yes,Russia,,Git,52,11,Male,"70,000.00"
5/10/2018 9:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),514032,Yes,South Africa,10,Subversion;Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,32,7,Female,"514,032.00"
7/16/2018 5:28,Some college/university study without earning a degree,93853,Yes,France,10,Git,27,19,Male,"93,853.00"
10/20/2018 0:27,Bachelor's degree (BA. BS. B.Eng.. etc.),79175,Yes,Sweeden,9,Git;Subversion,20,13,Female,"79,175.00"
2/2/2018 4:03,Bachelor's degree (BA. BS. B.Eng.. etc.),72000,Yes,UK,,Git;Subversion,64,8,Male,"£72,000.00"
2/26/2018 2:43,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Copying and pasting files to network shares;I don't use version control,27,12,,
2/1/2018 9:02,Bachelor's degree (BA. BS. B.Eng.. etc.),47922,No,Spain,,Git,45,16,Male,"47,922.00"
1/12/2018 1:34,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,USA,,Git;Subversion,18,5,Male,
6/30/2018 14:24,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Team Foundation Version Control;Copying and pasting files to network shares,36,10,,
8/8/2018 0:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),120000,Yes,Spain,,Git,56,15,Female,"120,000.00"
9/2/2018 16:12,Master's degree (MA. MS. M.Eng.. MBA. etc.),6516,No,USA,8,Git;Zip file back-ups,62,17,,"$6,516.00 "
10/3/2018 10:36,Bachelor's degree (BA. BS. B.Eng.. etc.),107000,No,Spain,,Git,43,0,Male,"107,000.00"
7/13/2018 1:59,Other doctoral degree (Ph.D. Ed.D.. etc.),,Yes,Russia,,Git;Subversion;Copying and pasting files to network shares;Zip file back-ups,55,9,Male,
2/7/2018 12:19,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,UK,,Subversion,19,17,Male,
3/1/2018 0:46,Some college/university study without earning a degree,110000,Yes,Russia,7,Git,29,18,Male,"110,000.00"
3/25/2018 15:51,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,10,Git,18,15,Male,
1/18/2018 1:48,Associate degree,35988,Yes,South Africa,,Copying and pasting files to network shares,34,4,,"35,988.00"
10/16/2018 5:59,Bachelor's degree (BA. BS. B.Eng.. etc.),85000,Yes,Sweeden,2,Git,34,7,Female,"85,000.00"
5/19/2018 5:44,Bachelor's degree (BA. BS. B.Eng.. etc.),5640,Yes,Spain,,Git,37,17,Male,"5,640.00"
9/19/2018 22:04,Other doctoral degree (Ph.D. Ed.D.. etc.),97233,Yes,Sweeden,8,Git,25,14,Male,"97,233.00"
4/15/2018 17:12,Associate degree,96000,Yes,France,4,Git,18,19,Male,"96,000.00"
4/2/2018 23:46,Some college/university study without earning a degree,10932,Yes,USA,7,Git,48,15,Male,"$10,932.00 "
5/13/2018 3:12,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,10,Git,25,18,Male,
5/30/2018 7:41,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,India,,Git,20,9,,
3/23/2018 14:25,Some college/university study without earning a degree,60000,Yes,South Africa,7,Git;Team Foundation Version Control,18,21,,"60,000.00"
6/6/2018 11:07,Some college/university study without earning a degree,94000,Yes,France,9,Git,23,3,,"94,000.00"
2/1/2018 4:03,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git,40,12,Male,
9/12/2018 22:03,Master's degree (MA. MS. M.Eng.. MBA. etc.),27120,Yes,USA,,Git,18,14,Male,"$27,120.00 "
8/13/2018 16:56,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),6500,Yes,Russia,10,Git,64,6,Female,"6,500.00"
5/22/2018 12:59,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,6,Git,18,2,Male,
2/18/2018 22:47,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,6,Git;Subversion;Copying and pasting files to network shares;Zip file back-ups,23,12,Male,
6/19/2018 6:23,Bachelor's degree (BA. BS. B.Eng.. etc.),125014,Yes,South Africa,0,Git,37,4,,"125,014.00"
7/4/2018 17:21,Bachelor's degree (BA. BS. B.Eng.. etc.),33399,No,India,,Git,40,14,Male,"33,399.00"
2/22/2018 1:07,Bachelor's degree (BA. BS. B.Eng.. etc.),76000,Yes,USA,,Git;Mercurial,40,11,Male,"$76,000.00 "
1/22/2018 11:47,Bachelor's degree (BA. BS. B.Eng.. etc.),49404,No,Ukraine,7,Subversion;Team Foundation Version Control;Zip file back-ups,68,17,Male,"49,404.00"
5/7/2018 0:19,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,South Africa,,Git,32,7,,
8/5/2018 18:28,Bachelor's degree (BA. BS. B.Eng.. etc.),2172,Yes,South Africa,3,I don't use version control,35,3,,"2,172.00"
7/15/2018 23:57,Bachelor's degree (BA. BS. B.Eng.. etc.),83342,Yes,Russia,6,Git,26,10,Male,"83,342.00"
2/28/2018 12:50,Bachelor's degree (BA. BS. B.Eng.. etc.),36716,Yes,Spain,8,Git;Zip file back-ups,44,8,Male,"36,716.00"
9/17/2018 5:14,Bachelor's degree (BA. BS. B.Eng.. etc.),44064,Yes,South Africa,,Git,40,10,Female,"44,064.00"
8/11/2018 17:06,Some college/university study without earning a degree,130000,Yes,Spain,,Git,62,11,Male,"130,000.00"
9/17/2018 0:52,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,Sweeden,8,Team Foundation Version Control,21,5,,
5/14/2018 5:03,Some college/university study without earning a degree,,Yes,South Africa,,Team Foundation Version Control,51,6,Male,
10/20/2018 5:32,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,,Git,19,1,,
4/22/2018 9:28,Associate degree,,No,Sweeden,,Git,43,12,,
8/25/2018 11:43,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),47984,Yes,South Africa,,Git,35,11,,"47,984.00"
2/19/2018 3:55,Bachelor's degree (BA. BS. B.Eng.. etc.),22032,Yes,USA,6,Git,27,7,Male,"$22,032.00 "
6/29/2018 15:17,Other doctoral degree (Ph.D. Ed.D.. etc.),48955,Yes,UK,,I don't use version control,49,8,Male,"£48,955.00"
1/7/2018 20:06,Bachelor's degree (BA. BS. B.Eng.. etc.),93036,Yes,Russia,6,Subversion,27,19,,"93,036.00"
4/9/2018 2:54,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,India,,Subversion;Copying and pasting files to network shares;Zip file back-ups,18,4,Male,
8/17/2018 5:01,Bachelor's degree (BA. BS. B.Eng.. etc.),95000,No,South Africa,,Git,18,4,Male,"95,000.00"
4/30/2018 11:08,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),41124,No,India,,Git;Copying and pasting files to network shares;Zip file back-ups,23,16,Male,"41,124.00"
7/16/2018 18:17,Bachelor's degree (BA. BS. B.Eng.. etc.),80000,Yes,Russia,8,Git;Subversion;Copying and pasting files to network shares,50,17,Male,"80,000.00"
4/10/2018 10:16,Some college/university study without earning a degree,,Yes,UK,,Git;Subversion,18,0,Male,
5/25/2018 15:03,Some college/university study without earning a degree,,Yes,India,10,Git,49,11,Male,
1/23/2018 3:55,Bachelor's degree (BA. BS. B.Eng.. etc.),5448,Yes,South Africa,,Git;Team Foundation Version Control,43,11,,"5,448.00"
8/27/2018 3:01,Some college/university study without earning a degree,50400,Yes,USA,7,Git;Team Foundation Version Control,56,20,Female,"$50,400.00 "
3/20/2018 9:03,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,Spain,7,Git;Subversion,18,3,Male,
6/18/2018 9:23,Bachelor's degree (BA. BS. B.Eng.. etc.),1512,No,Russia,,Team Foundation Version Control,19,8,Male,"1,512.00"
2/15/2018 11:18,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,5,Git,18,18,Female,
1/19/2018 0:49,Some college/university study without earning a degree,130000,Yes,UK,3,Git,31,8,,"£130,000.00"
9/28/2018 21:28,Bachelor's degree (BA. BS. B.Eng.. etc.),141000,Yes,Spain,,Git,49,7,Male,"141,000.00"
8/27/2018 13:20,Some college/university study without earning a degree,24478,Yes,South Africa,7,I don't use version control,45,8,Male,"24,478.00"
4/5/2018 7:04,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,8,Git;Zip file back-ups,26,11,Male,
7/23/2018 16:17,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Russia,6,Git,25,12,,
4/21/2018 17:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),22030,Yes,UK,,Git;Copying and pasting files to network shares;Zip file back-ups,72,14,Male,"£22,030.00"
7/12/2018 9:25,Bachelor's degree (BA. BS. B.Eng.. etc.),35244,Yes,Spain,,Git,60,11,Male,"35,244.00"
8/30/2018 22:01,Bachelor's degree (BA. BS. B.Eng.. etc.),55075,Yes,UK,8,Git,20,11,,"£55,075.00"
9/11/2018 12:43,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),101539,Yes,South Africa,8,Git,34,17,,"101,539.00"
2/17/2018 13:28,Bachelor's degree (BA. BS. B.Eng.. etc.),40000,Yes,France,9,Git;Subversion,55,13,,"40,000.00"
3/16/2018 10:13,Bachelor's degree (BA. BS. B.Eng.. etc.),102000,No,Sweeden,,Git,46,10,Male,"102,000.00"
1/29/2018 13:00,Some college/university study without earning a degree,34726,Yes,UK,9,Git,18,12,Female,"£34,726.00"
7/8/2018 9:20,Bachelor's degree (BA. BS. B.Eng.. etc.),99056,Yes,India,5,Git,31,14,,"99,056.00"
3/18/2018 15:29,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,UK,7,Git,52,16,,
4/27/2018 5:22,Associate degree,,Yes,USA,,Copying and pasting files to network shares,46,12,Male,
2/4/2018 6:08,Bachelor's degree (BA. BS. B.Eng.. etc.),75000,Yes,USA,7,Git,23,7,,"$75,000.00 "
5/14/2018 11:49,Bachelor's degree (BA. BS. B.Eng.. etc.),42836,No,USA,6,Git;Subversion,18,8,,"$42,836.00 "
9/29/2018 4:44,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Sweeden,5,Git,23,8,Male,
4/23/2018 6:22,Bachelor's degree (BA. BS. B.Eng.. etc.),70841,No,Russia,8,Git,24,10,,"70,841.00"
10/7/2018 0:56,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,7,Git;Copying and pasting files to network shares;Zip file back-ups,34,13,Male,
4/13/2018 6:37,Master's degree (MA. MS. M.Eng.. MBA. etc.),9396,Yes,Russia,9,Git,51,13,Male,"9,396.00"
6/22/2018 3:58,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Sweeden,5,Subversion,57,7,Male,
2/26/2018 22:18,Bachelor's degree (BA. BS. B.Eng.. etc.),39164,Yes,Russia,3,Git,51,7,Male,"39,164.00"
1/25/2018 3:40,Some college/university study without earning a degree,31212,Yes,USA,,Git,53,2,Male,"$31,212.00 "
4/8/2018 15:32,Bachelor's degree (BA. BS. B.Eng.. etc.),130000,Yes,France,10,Git,51,11,Male,"130,000.00"
2/5/2018 22:47,Bachelor's degree (BA. BS. B.Eng.. etc.),41916,Yes,France,5,Git,25,11,Male,"41,916.00"
9/24/2018 23:27,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,UK,,Git,18,12,,
1/8/2018 11:18,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git,19,5,Male,
3/3/2018 3:09,Bachelor's degree (BA. BS. B.Eng.. etc.),87000,Yes,Sweeden,,Git;Subversion,62,18,Male,"87,000.00"
7/1/2018 10:57,Other doctoral degree (Ph.D. Ed.D.. etc.),300000,Yes,Sweeden,,Git,53,8,,"300,000.00"
4/7/2018 11:28,Bachelor's degree (BA. BS. B.Eng.. etc.),2820,Yes,USA,10,Git,57,13,Male,"$2,820.00 "
8/22/2018 13:45,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,10,Git,48,22,,
2/24/2018 13:02,Other doctoral degree (Ph.D. Ed.D.. etc.),1000000,Yes,France,,Git,39,1,,"1,000,000.00"
7/3/2018 21:06,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Sweeden,10,Git,42,10,Male,
1/19/2018 21:08,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,10,Git;Subversion;Team Foundation Version Control,61,11,,
4/19/2018 6:36,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Ukraine,,Git,36,6,Male,
9/15/2018 10:35,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,10,Git,19,11,Male,
8/3/2018 5:57,Master's degree (MA. MS. M.Eng.. MBA. etc.),14652,Yes,Spain,10,Git;Subversion,18,1,Male,"14,652.00"
9/15/2018 23:40,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,India,10,Subversion,34,7,Male,
3/13/2018 17:24,Bachelor's degree (BA. BS. B.Eng.. etc.),56352,Yes,India,7,Git,48,17,Male,"56,352.00"
4/8/2018 0:58,Bachelor's degree (BA. BS. B.Eng.. etc.),7860,Yes,India,,Git;Copying and pasting files to network shares;Zip file back-ups,20,5,,"7,860.00"
9/21/2018 6:03,Bachelor's degree (BA. BS. B.Eng.. etc.),150000,Yes,USA,,Git;Mercurial,45,8,,"$150,000.00 "
10/14/2018 19:29,Bachelor's degree (BA. BS. B.Eng.. etc.),132000,No,UK,10,Git;Team Foundation Version Control,36,18,,"£132,000.00"
9/21/2018 23:08,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,South Africa,,Subversion,18,17,Male,
3/30/2018 21:05,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,Sweeden,8,Git,21,9,Male,
2/2/2018 9:30,Bachelor's degree (BA. BS. B.Eng.. etc.),107000,Yes,USA,7,Git,39,13,Male,"$107,000.00 "
7/17/2018 5:37,Master's degree (MA. MS. M.Eng.. MBA. etc.),40388,No,South Africa,,I don't use version control,29,10,Male,"40,388.00"
2/11/2018 18:25,Bachelor's degree (BA. BS. B.Eng.. etc.),115000,Yes,South Africa,4,Git,42,10,Male,"115,000.00"
1/10/2018 9:02,Bachelor's degree (BA. BS. B.Eng.. etc.),9540,Yes,France,10,Git,26,11,Male,"9,540.00"
4/20/2018 20:17,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),1000000,Yes,Spain,,Git;Copying and pasting files to network shares,44,13,Male,"1,000,000.00"
